날짜,종목명,티커,기준모델,AI예측,확신도,핫키워드,뉴스판정,뉴스요약,뉴스출처,패턴판정,차트판정,핵심사유,뉴스수집성공,뉴스수집오류,비교모델,비교AI예측,비교확신도,비교핫키워드,비교뉴스판정,비교뉴스요약,비교뉴스출처,비교패턴판정,비교차트판정,비교핵심사유,비교뉴스수집성공,비교뉴스수집오류,종합예측,종합점수,대표뉴스키워드,대표뉴스요약,대표뉴스판정,대표뉴스모델,대표뉴스점수,모델일치도,뉴스중요도,종합사유
2026-04-26,삼성전자,005930,gemini-2.5-flash,▼ 하락,75,노조 파업,실질 악재,"삼성전자 노동조합이 5월 21일부터 총파업을 예고하며 핵심 사업부인 반도체 생산 차질 우려가 커지고 있으며, 이는 최근 기록적인 1분기 실적에도 불구하고 주가에 부담으로 작용할 수 있다.","hankyung.com, ceomagazine.co.kr, huffingtonpost.kr",유사패턴 강세,강세,"현재 차트는 정배열을 보이며 상승 추세이나, 핵심 사업부인 반도체 생산 차질 우려를 키우는 노조 총파업 예고는 단기적으로 강력한 실질 악재로 작용하여 주가 하락 압력을 가중시킬 것이다.",Y,,gemini-3-flash-preview,▲ 상승,88.0,HBM3E 양산 공급,실질 호재,"삼성전자가 업계 최초로 개발한 12단 HBM3E의 주요 고객사 양산 공급이 시작되었으며, 이를 통해 AI 반도체향 고부가가치 메모리 시장 점유율과 수익성이 큰 폭으로 개선되었습니다.",,유사패턴 강세,강세,이평선 정배열의 강력한 우상향 추세 속에서 HBM3E 양산 공급이라는 실질적 실적 모멘텀이 뒷받침되어 금일의 하락은 단기 조정을 거친 재상승의 발판이 될 것으로 판단됨,Y,,━ 관망,63.0,의견 충돌,노조 파업 관련 악재와 HBM3E 양산 공급 관련 호재가 함께 존재해 단기 방향성 확인이 필요합니다.,혼재,conflict,0.0,0.0,70.0,두 모델의 방향성이 충돌하여 종합 판단을 보수적으로 반영함
2026-04-26,NVDA,NVDA,gemini-2.5-flash,▲ 상승,90,AI 칩 수요,실질 호재,"엔비디아는 AI 칩 수요 급증과 예상치를 상회하는 2027 회계연도 1분기 실적 전망에 힘입어 주가가 사상 최고치를 기록하고 5조 달러 이상의 시가총액을 달성했다. 또한, 차세대 AI 플랫폼인 Rubin의 하반기 출시가 예정되어 있어 성장을 더욱 가속화할 전망이다.","intellectia.ai, fool.com, youtube.com",유사패턴 강세,강세,현재가가 주요 이평선을 크게 상회하는 정배열 차트와 강력한 AI 칩 수요 및 호실적 뉴스가 과거 상승 우세 패턴과 일치하여 단기 상승이 예상됩니다.,Y,,gemini-3-flash-preview,▲ 상승,92.0,블랙웰 공급 본격화,실질 호재,주요 빅테크 기업들의 AI 자본 지출(Capex)이 지속적으로 상향 조정되면서 엔비디아 가속기에 대한 수요가 여전히 견조함을 증명했습니다. 특히 블랙웰(Blackwell) 아키텍처 기반 신제품의 본격적인 공급이 시작되며 실적 성장 모멘텀이 강화되고 있습니다.,,유사패턴 강세,강세,이평선 정배열의 기술적 강세와 블랙웰 아키텍처 기반의 실질적 실적 성장 모멘텀이 과거 상승 패턴과 일치하며 강력한 단기 상승 압력을 형성하고 있다.,Y,,▲ 상승,94.0,AI 칩 수요,"엔비디아는 AI 칩 수요 급증과 예상치를 상회하는 2027 회계연도 1분기 실적 전망에 힘입어 주가가 사상 최고치를 기록하고 5조 달러 이상의 시가총액을 달성했다. 또한, 차세대 AI 플랫폼인 Rubin의 하반기 출시가 예정되어 있어 성장을 더욱 가속화할 전망이다.",실질 호재,gemini-2.5-flash,90.0,100.0,100.0,두 모델의 방향성이 일치하여 종합 신뢰도를 높게 반영함
2026-04-26,TSLA,TSLA,gemini-2.5-flash,▼ 하락,85,AI/로봇 투자 확대,실질 악재,"테슬라는 1분기 예상치를 상회하는 실적을 발표했으나, AI 및 로봇 공학 등 미래 사업에 대한 250억 달러 이상의 대규모 자본 지출 계획과 예상치를 하회한 차량 인도량으로 인해 단기적 현금 흐름 우려와 주가 하락이 나타났다.","benzinga.com, mk.co.kr, tradingkey.com",유사패턴 약세,약세,"현재가는 역배열 하락 추세 속 20일선을 상회하며 단기 반등을 시도하나, 대규모 미래 투자로 인한 단기 현금 흐름 우려와 예상치 하회 차량 인도량이라는 실질 악재 뉴스, 그리고 하락 예측 우세의 과거 패턴이 종합적으로 단기 하락 가능성을 높인다.",Y,,gemini-3-flash-preview,▲ 상승,72.0,저가형 모델 양산,실질 호재,테슬라가 2만 5천 달러 이하의 차세대 모델 양산 체제를 성공적으로 구축하며 글로벌 전기차 점유율을 가파르게 확대하고 있습니다. 저가형 모델의 대량 생산으로 인한 규모의 경제 달성이 영업이익률의 유의미한 반등을 견인하고 있습니다.,,유사패턴 약세,혼조,역배열 추세와 과거 하락 패턴의 압력이 존재하나 차세대 모델의 성공적 양산에 따른 실적 개선 기대감이 20일선 돌파를 지지하며 단기 반등을 이끌 것으로 판단됨,Y,,━ 관망,62.0,의견 충돌,AI/로봇 투자 확대 관련 악재와 저가형 모델 양산 관련 호재가 함께 존재해 단기 방향성 확인이 필요합니다.,혼재,conflict,0.0,0.0,70.0,두 모델의 방향성이 충돌하여 종합 판단을 보수적으로 반영함
2026-04-26,AAPL,AAPL,gemini-2.5-flash,▼ 하락,75,CEO 교체,실질 악재,"9월 1일부로 팀 쿡 CEO가 물러나고 존 터너스 하드웨어 엔지니어링 책임자가 신임 CEO로 취임할 예정인 가운데, 고평가 및 AI 전략 미흡에 대한 시장의 우려와 함께 주가 멀티플 압축 위험이 언급되고 있다.","gurufocus.com, seekingalpha.com, marketbeat.com",유사패턴 강세,약세,CEO 교체 관련 실질 악재성 뉴스 재료와 이평선 역배열로 확인되는 차트의 하방 압력이 과거 패턴의 상승 예측 우세 경향을 상회하며 단기 하락 가능성이 높다.,Y,,gemini-3-flash-preview,▲ 상승,78.0,리더십 승계,단순 기대감,"15년간 애플을 이끈 팀 쿡의 CEO 퇴임과 존 터너스 승계 발표로 리더십 전환이 본격화되었으며, 차세대 AI 혁신 지속 여부에 시장의 관심이 집중되고 있습니다. 사상 최대 분기 매출과 대규모 자사주 매입 계획은 리더십 교체기에도 견고한 재무적 지지선을 형성하고 있습니다.",seekingalpha.com,유사패턴 강세,혼조,"주가가 이동평균선을 모두 상회하며 단기 반등세가 뚜렷하나, 리더십 교체에 따른 심리적 불확실성과 이평선 역배열 해소 과정이 수반되어야 한다.",Y,,━ 관망,59.0,의견 충돌,CEO 교체 관련 악재와 리더십 승계 관련 기대감가 함께 존재해 단기 방향성 확인이 필요합니다.,혼재,conflict,0.0,0.0,65.0,두 모델의 방향성이 충돌하여 종합 판단을 보수적으로 반영함
2026-04-26,GOOGL,GOOGL,gemini-2.5-flash,▲ 상승,90,AI 투자,실질 호재,"구글은 AI 스타트업 앤스로픽에 최대 400억 달러를 투자하고, AI 훈련 및 추론에 최적화된 8세대 TPU(텐서처리장치) 칩을 공개하며 AI 인프라 및 기술 리더십을 강화하고 있습니다.","chosun.com, benzinga.com, hani.co.kr",유사패턴 강세,강세,"현재가는 20일선과 60일선을 모두 상회하며 정배열을 형성, AI 투자 및 TPU 칩 공개라는 실질 호재와 과거 유사 패턴의 강력한 상승 예측 성향이 단기 상승 가능성을 강하게 지지한다.",Y,,gemini-3-flash-preview,▲ 상승,92.0,주주 환원 정책,실질 호재,알파벳이 시장 예상치를 상회하는 분기 실적을 발표하며 사상 첫 주당 0.20달러의 배당 실시와 700억 달러 규모의 자사주 매입 계획을 공개했습니다. 클라우드 부문의 가파른 성장과 인공지능(AI) 기술의 수익화가 본격적으로 수치화되고 있다는 평가입니다.,,유사패턴 강세,강세,실적 호조와 더불어 사상 첫 배당 및 대규모 자사주 매입이라는 강력한 트리거가 정배열 추세 및 과거 상승 패턴과 일치하여 단기 추가 상승 모멘텀이 매우 강력하다.,Y,,▲ 상승,94.0,AI 투자,"구글은 AI 스타트업 앤스로픽에 최대 400억 달러를 투자하고, AI 훈련 및 추론에 최적화된 8세대 TPU(텐서처리장치) 칩을 공개하며 AI 인프라 및 기술 리더십을 강화하고 있습니다.",실질 호재,gemini-2.5-flash,95.0,100.0,100.0,두 모델의 방향성이 일치하여 종합 신뢰도를 높게 반영함
2026-04-26,삼진제약,000520,gemini-2.5-flash,▲ 상승,75,월드클래스 플러스 프로젝트,실질 호재,"삼진제약은 산업통상자원부의 '월드클래스 플러스 프로젝트'에 선정되어 4년간 40억 원 규모의 R&D 자금 지원과 함께 신약 및 ADC 플랫폼 기술의 사업화 가능성을 인정받았으며, 이를 통해 면역·염증 치료제 SJN314 및 ADC 플랫폼의 글로벌 상업화를 가속화할 계획이다.","sedaily.com, chosun.com, thebionews.net",유사패턴 강세,약세,산업통상자원부의 대규모 R&D 자금 지원 및 신약 플랫폼 기술의 사업화 인정이라는 실질적 호재가 현재 약세 차트에도 불구하고 단기적인 매수 심리를 자극할 가능성이 높습니다.,Y,,gemini-3-flash-preview,▲ 상승,72.0,사상 최대 매출,실질 호재,삼진제약은 게보린 등 주력 제품의 선전과 전문의약품(ETC) 부문의 고른 성장에 힘입어 창사 이래 최대 매출을 기록하며 견조한 외형 성장을 지속하고 있습니다.,,유사패턴 강세,약세,역배열 상태의 기술적 약세에도 불구하고 사상 최대 매출이라는 실질적 호재와 과거 유사 패턴상의 높은 상승 확률이 하방 경직성을 확보하며 단기 반등을 견인할 것으로 판단됩니다.,Y,,▲ 상승,83.0,월드클래스 플러스 프로젝트,"삼진제약은 산업통상자원부의 '월드클래스 플러스 프로젝트'에 선정되어 4년간 40억 원 규모의 R&D 자금 지원과 함께 신약 및 ADC 플랫폼 기술의 사업화 가능성을 인정받았으며, 이를 통해 면역·염증 치료제 SJN314 및 ADC 플랫폼의 글로벌 상업화를 가속화할 계획이다.",실질 호재,gemini-2.5-flash,90.0,100.0,100.0,두 모델의 방향성이 일치하여 종합 신뢰도를 높게 반영함
2026-04-26,케이뱅크,272210,gemini-2.5-flash,▼ 하락,65,수익성 우려,실질 악재,"케이뱅크는 지난 3월 5일 코스피 상장 이후 한 달여간 공모가(8300원)를 밑도는 6000원대에서 거래되며 부진을 겪고 있으며, 차익실현 매물과 수익성 우려가 주가 하락의 원인으로 분석된다.","daum.net, fntimes.com, newsway.co.kr",유사패턴 약세,강세,"차트의 단기 강세 신호에도 불구하고, 최근 뉴스에서 언급된 수익성 우려와 과거 패턴에서 나타난 하락 우세 경향이 일치하며 매물 압박 가능성을 높여 단기 하락 압력이 우세하다.",Y,,gemini-3-flash-preview,━ 관망,62.0,IPO 재추진,실질 호재,케이뱅크가 2025년 역대 최대 실적 달성과 수익 구조 다각화 성과를 바탕으로 유가증권시장 상장을 위한 예비심사를 재신청했습니다. 업비트 예치금 의존도를 낮추고 기업 대출 포트폴리오를 강화하며 기업가치 재평가를 본격화하고 있습니다.,,유사패턴 약세,강세,역대 최대 실적 기반의 IPO 재추진과 정배열 차트는 긍정적이나 과거 유사 패턴에서의 높은 하락 확률과 상장 추진 시 발생할 오버행 우려가 충돌하여 단기 방향성 확신이 부족하다.,Y,,▼ 하락,62.0,수익성 우려,"케이뱅크는 지난 3월 5일 코스피 상장 이후 한 달여간 공모가(8300원)를 밑도는 6000원대에서 거래되며 부진을 겪고 있으며, 차익실현 매물과 수익성 우려가 주가 하락의 원인으로 분석된다.",실질 악재,gemini-2.5-flash,95.0,50.0,70.0,한 모델이 관망 또는 약한 신호를 제시하여 중간 수준으로 반영함
2026-04-26,리얼티인컴,O,gemini-2.5-flash,▲ 상승,65,월 배당,실질 호재,"리얼티인컴은 670회 연속 월 배당을 선언하고 주당 배당금을 상향 조정하며 견고한 배당 지속성을 보여주었다. 또한, 2026년에 80억 달러 규모의 투자 목표와 아폴로와의 10억 달러 규모 합작 투자를 통해 적극적인 성장 전략을 추진하고 있다.","simplywall.st, marketbeat.com, dividendinvestor.com",유사패턴 강세,약세,"견고한 월 배당 지속 및 상향 조정과 대규모 성장 투자 소식이 강력한 호재로 작용하나, 역배열 차트가 단기적인 저항을 시사한다.",Y,,gemini-3-flash-preview,▲ 상승,78.0,배당 증액 및 자금 확보,실질 호재,"670회 연속 월 배당 및 통산 134번째 배당 증액을 발표하며 강력한 주주 환원 신뢰성을 입증했고, 8억 달러 규모의 채권 발행을 통해 글로벌 포트폴리오 확장을 위한 자금을 성공적으로 확보했다.",,유사패턴 강세,혼조,역배열 추세와 60일선 저항이 존재하나 배당 증액이라는 강력한 주주 환원 정책과 과거 상승 패턴의 일치성이 단기적인 상방 압력을 높일 것으로 분석된다.,Y,,▲ 상승,81.0,월 배당,"리얼티인컴은 670회 연속 월 배당을 선언하고 주당 배당금을 상향 조정하며 견고한 배당 지속성을 보여주었다. 또한, 2026년에 80억 달러 규모의 투자 목표와 아폴로와의 10억 달러 규모 합작 투자를 통해 적극적인 성장 전략을 추진하고 있다.",실질 호재,gemini-2.5-flash,95.0,100.0,100.0,두 모델의 방향성이 일치하여 종합 신뢰도를 높게 반영함
2026-04-26,포스코DX,022100,gemini-2.5-flash,▲ 상승,90,NPU 투자,실질 호재,"포스코DX는 국내 AI 반도체 스타트업 모빌린트에 30억원 규모를 투자하고, 제조 현장의 AI 전환 가속화를 위해 외산 GPU 대신 국산 NPU를 산업용 제어 시스템 'PosMaster'에 통합할 예정이다.","chosun.com, poscodx.com, pitchbook.com",유사패턴 강세,강세,"현재가가 20일선과 60일선을 모두 상회하며 단기 상승 모멘텀을 형성하고 있고, 국산 NPU 투자 및 제조 현장 AI 전환 가속화 뉴스가 실질적인 호재로 작용하여 과거 상승 예측 패턴과 일치한다.",Y,,gemini-3-flash-preview,▲ 상승,78.0,기술적 상향 돌파,단순 기대감,,,유사패턴 강세,강세,주가가 20일선과 60일선을 모두 돌파하며 단기 반등 흐름을 확보했고 과거 패턴상 AI 전환 기대감이 강한 상승 동력으로 작용해온 점이 긍정적이다.,N,REST 방식 뉴스 수집 실패,▲ 상승,84.0,NPU 투자,"포스코DX는 국내 AI 반도체 스타트업 모빌린트에 30억원 규모를 투자하고, 제조 현장의 AI 전환 가속화를 위해 외산 GPU 대신 국산 NPU를 산업용 제어 시스템 'PosMaster'에 통합할 예정이다.",실질 호재,gemini-2.5-flash,95.0,100.0,65.0,두 모델의 방향성이 일치하여 종합 신뢰도를 높게 반영함
2026-04-26,카카오,035720,gemini-2.5-flash,▼ 하락,78,카카오게임즈 매각,실질 악재,"카카오는 4월 24일 자회사 카카오게임즈의 구주 24%와 경영권을 약 6,000억원에 사모펀드 페트리코파트너스에 매각하기로 했다.",daum.net,유사패턴 강세,약세,"자회사 카카오게임즈 매각이라는 실질 악재 뉴스가 시장에 즉각적인 하방 압력을 가할 것으로 보이며, 역배열 추세의 차트가 이를 지지하고 과거 패턴의 상승 예측 우세는 적중 데이터 부족으로 신뢰하기 어렵다.",Y,,gemini-3-flash-preview,▲ 상승,78.0,실적 턴어라운드,실질 호재,"2026년 1분기 영업이익이 전년 동기 대비 약 70% 급증할 것으로 전망되며, 사업 구조조정과 카카오톡 기반 광고 매출 호조로 실질적인 수익성 개선이 확인되었습니다. 다만, 주가 반등을 위해서는 신규 AI 서비스 '카나나' 등의 가시적인 수익화 성과가 추가로 필요한 상황입니다.","fntimes.com, goodkyung.com",유사패턴 강세,혼조,"영업이익의 급격한 개선이라는 실질적 호재와 20일선 안착은 긍정적이나, 60일선 저항과 역배열 추세가 잔존하여 단기적인 기술적 반등 성격의 우상향이 전망됩니다.",Y,,━ 관망,61.0,의견 충돌,카카오게임즈 매각 관련 악재와 실적 턴어라운드 관련 호재가 함께 존재해 단기 방향성 확인이 필요합니다.,혼재,conflict,0.0,0.0,70.0,두 모델의 방향성이 충돌하여 종합 판단을 보수적으로 반영함
